ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Products,Products_Category,CA
ORD20160806953,desktop,Chrome OS,(not set),(none),Americas,6,1,318.9
ORD201609281526,desktop,Chrome OS,(not set),(none),Americas,6,1,318.51
ORD201610262126,desktop,Macintosh,(not set),(none),Americas,6,3,318.51
ORD201701062128,desktop,Macintosh,(not set),(none),Americas,8,3,318.28
ORD201609141746,desktop,Chrome OS,(not set),(none),Americas,6,1,318.27
ORD201608051801,desktop,Macintosh,(not set),(none),Americas,8,1,318.24
ORD201707301698,desktop,Chrome OS,(not set),(none),Americas,8,3,318.16
ORD201612212520,desktop,Macintosh,(not set),(none),Americas,4,1,317.96
ORD201706132168,desktop,Linux,(not set),(none),Americas,10,1,317.95000000000005
ORD201610221417,desktop,Windows,(not set),(none),Americas,6,3,317.90999999999997
ORD201701291548,desktop,Macintosh,(not set),(none),Americas,6,1,317.90999999999997
ORD201704211942,desktop,Windows,(not set),organic,Americas,2,1,317.76
ORD201609051208,desktop,Windows,(not set),organic,Americas,6,1,317.73
ORD201612271843,desktop,Macintosh,(not set),(none),Americas,6,1,317.54999999999995
ORD201608231747,desktop,Macintosh,(not set),(none),Americas,8,1,317.44
ORD201612172244,mobile,iOS,(not set),(none),Americas,12,3,317.34
ORD201704111827,desktop,Chrome OS,(not set),(none),Americas,10,2,316.95
ORD201706142270,desktop,Macintosh,(not set),(none),Americas,10,1,316.55
ORD201608291577,desktop,Macintosh,(not set),organic,Americas,8,1,316.32
ORD201702172475,desktop,Chrome OS,(not set),(none),Americas,6,3,316.08
ORD201608221750,desktop,Macintosh,(not set),(none),Americas,8,1,315.84
ORD201611051340,desktop,Windows,(not set),(none),Americas,8,1,315.84
ORD201611261391,tablet,iOS,(not set),(none),Americas,8,1,315.84
ORD201612041798,mobile,iOS,(not set),(none),Americas,8,2,315.84
ORD201612143069,desktop,Windows,(not set),(none),Americas,8,1,315.84
ORD201706142463,desktop,Windows,(not set),organic,Americas,8,3,315.68
ORD201705312049,desktop,Linux,(not set),referral,Americas,6,2,315.63
ORD201703302385,desktop,Windows,(not set),organic,Americas,16,4,315.59999999999997
ORD201611072120,desktop,Macintosh,(not set),(none),Americas,8,1,315.04
ORD201706222399,desktop,Macintosh,(not set),(none),Americas,4,2,314.96
ORD201610062157,desktop,Macintosh,(not set),(none),Americas,6,1,314.88
ORD201608051770,desktop,Macintosh,(not set),(none),Americas,10,1,314.75
ORD201610021017,desktop,Windows,(not set),organic,Americas,10,1,314.5
ORD201608251618,desktop,Linux,(not set),(none),Americas,10,1,314.45
ORD201608171844,desktop,Linux,(not set),(none),Americas,8,1,314.44
ORD201612143057,desktop,Macintosh,(not set),(none),Americas,6,2,314.31
ORD201704052289,desktop,Macintosh,(not set),(none),Americas,8,1,314.24
ORD201610231410,desktop,Chrome OS,(not set),(none),Americas,8,1,313.8
ORD201706122466,desktop,Windows,(not set),organic,Americas,6,1,313.68
ORD201609021351,desktop,Macintosh,(not set),organic,Americas,2,1,313.67
ORD201702222206,desktop,Macintosh,(not set),(none),Americas,4,1,313.4
ORD201703171848,desktop,Macintosh,(not set),(none),Americas,8,2,313.32
ORD201608152092,desktop,Windows,(not set),organic,Americas,6,1,313.14
ORD201704052294,desktop,Macintosh,(not set),(none),Americas,12,3,313.08
ORD201705082138,mobile,iOS,(not set),organic,Americas,8,2,313.0
ORD201706162196,desktop,Macintosh,(not set),(none),Americas,10,4,312.85
ORD201609131508,desktop,Macintosh,(not set),(none),Americas,6,1,312.81
ORD201702261430,desktop,Macintosh,(not set),(none),Americas,6,2,312.75
ORD201610112110,desktop,Chrome OS,(not set),(none),Americas,8,1,312.64
ORD201612142752,desktop,Macintosh,(not set),(none),Americas,8,3,312.64
ORD201706091805,desktop,Linux,(not set),(none),Americas,8,1,312.64
ORD201706122597,desktop,Macintosh,(not set),organic,Americas,8,3,312.52
ORD201702031947,desktop,Windows,(not set),(none),Americas,2,1,312.49
ORD201706202260,desktop,Macintosh,(not set),(none),Americas,2,1,312.45
ORD20160814995,desktop,Macintosh,(not set),organic,Americas,2,1,312.05
ORD201609011694,desktop,Macintosh,(not set),organic,Americas,2,1,312.01
ORD20161224983,desktop,Macintosh,(not set),(none),Americas,4,1,311.96
ORD201702172439,desktop,Macintosh,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,1,311.31
ORD201704282057,desktop,Macintosh,(not set),(none),Americas,6,1,311.31
ORD201705042995,desktop,Linux,(not set),referral,Americas,6,1,311.31
ORD201610091317,desktop,Macintosh,(not set),(none),Americas,8,1,311.04
ORD201611081974,desktop,Macintosh,(not set),(none),Americas,8,4,311.04
ORD201705061348,desktop,Windows,(not set),(none),Americas,10,1,310.95
ORD201706192379,desktop,Chrome OS,(not set),(none),Americas,8,1,310.8
ORD201707272341,desktop,Chrome OS,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,1,310.62
ORD201609021622,desktop,Windows,(not set),(none),Americas,2,1,310.47
ORD201707132526,desktop,Macintosh,(not set),(none),Americas,6,1,310.14
ORD201707102782,desktop,Windows,(not set),(none),Americas,6,1,310.04999999999995
ORD201611011810,desktop,Linux,(not set),(none),Americas,4,1,310.0
ORD201704141438,desktop,Macintosh,(not set),(none),Americas,4,1,309.94
ORD201706282634,desktop,Chrome OS,AW - Dynamic Search Ads Whole Site,cpc,Americas,8,1,309.84
ORD201704263713,desktop,Macintosh,(not set),(none),Americas,10,3,309.25
ORD201703051574,desktop,Macintosh,(not set),(none),Americas,12,3,309.00000000000006
ORD201704132103,desktop,Windows,(not set),(none),Americas,6,3,308.90999999999997
ORD201706052321,desktop,Macintosh,(not set),(none),Americas,6,1,308.90999999999997
ORD201611142576,desktop,Macintosh,(not set),(none),Asia,6,1,308.82
ORD201704211957,desktop,Macintosh,(not set),(none),Americas,8,3,308.76
ORD201610171479,desktop,Windows,(not set),(none),Americas,10,5,308.7
ORD201705232146,desktop,Windows,(not set),(none),Americas,2,1,308.5
ORD201705042987,desktop,Windows,(not set),referral,Americas,6,1,308.31
ORD201608291240,desktop,Macintosh,(not set),organic,Americas,6,1,308.13
ORD201609011706,desktop,Linux,(not set),(none),Americas,8,1,308.12
ORD201704282206,desktop,Macintosh,(not set),(none),Americas,8,1,307.84
ORD201707052654,desktop,Windows,(not set),(none),Americas,12,5,307.44
ORD201703242126,desktop,Macintosh,(not set),organic,Americas,14,2,307.22999999999996
ORD201704132016,desktop,Macintosh,(not set),organic,Europe,2,1,307.0
ORD201609151897,desktop,Macintosh,(not set),(none),Americas,2,1,306.85
ORD201703202178,desktop,Windows,(not set),(none),Americas,4,2,306.76
ORD201706052543,desktop,Macintosh,(not set),(none),Americas,2,1,306.75
ORD201706202182,desktop,Macintosh,(not set),(none),Americas,8,1,306.28
ORD201608251313,desktop,Windows,(not set),(none),(not set),2,1,306.27
ORD201608261479,desktop,Macintosh,(not set),(none),Americas,12,1,306.18
ORD201706091935,desktop,Windows,(not set),(none),Americas,2,1,306.0
ORD201610122099,desktop,Macintosh,(not set),(none),Americas,6,1,305.90999999999997
ORD201707242516,desktop,Chrome OS,(not set),(none),Americas,10,1,305.85
ORD201611172269,desktop,Windows,(not set),(none),Americas,4,1,305.52
ORD201609011729,desktop,Macintosh,(not set),(none),Americas,10,1,305.45000000000005
ORD201703162052,desktop,Macintosh,(not set),(none),Americas,4,2,305.34
ORD201705012084,desktop,Macintosh,(not set),(none),Americas,6,1,305.31
ORD201707212288,desktop,Macintosh,(not set),(none),Americas,10,2,305.1
ORD201704042354,desktop,Windows,(not set),(none),Americas,14,3,305.05999999999995
ORD201609201820,desktop,Macintosh,(not set),organic,Asia,10,1,304.75
ORD201610262099,desktop,Macintosh,(not set),(none),Americas,10,2,304.5
ORD201707282346,mobile,Android,AW - Dynamic Search Ads Whole Site,cpc,Americas,6,1,304.44
ORD201608241745,desktop,Windows,(not set),(none),Americas,2,1,304.27
ORD201608251529,desktop,Windows,(not set),(none),Americas,8,1,304.2
ORD201706192387,desktop,Windows,(not set),(none),Americas,6,1,304.11
ORD201611172239,desktop,Windows,(not set),(none),Americas,4,1,303.96
ORD201705122075,desktop,Windows,(not set),organic,Americas,8,2,303.84
ORD201708012414,desktop,Chrome OS,(not set),(none),Americas,12,4,303.84
ORD201705131313,desktop,Chrome OS,(not set),organic,Americas,6,2,303.78000000000003
ORD201703202165,desktop,Windows,(not set),organic,Americas,8,2,303.72
ORD201706262279,desktop,Macintosh,(not set),(none),Americas,8,3,303.04
ORD201707252562,desktop,Macintosh,(not set),(none),Americas,14,4,302.96000000000004
ORD201608111768,desktop,Chrome OS,(not set),(none),Americas,10,1,302.35
ORD201701262104,desktop,Macintosh,(not set),(none),Americas,6,1,302.31
ORD201707301704,mobile,Android,(not set),organic,Americas,12,4,302.28000000000003
ORD201705252296,desktop,Windows,(not set),organic,Americas,10,3,302.25
ORD201706212304,mobile,Android,(not set),(none),Americas,2,1,301.97
ORD201706122377,desktop,Chrome OS,(not set),(none),Americas,6,1,301.86
ORD201702271919,desktop,Windows,(not set),(none),Americas,2,1,301.85
ORD201704032178,desktop,Macintosh,(not set),organic,Americas,8,3,301.84
ORD201608121759,desktop,Macintosh,(not set),(none),Americas,6,1,301.40999999999997
ORD201608221764,desktop,Windows,(not set),(none),Americas,2,1,301.27
ORD201704132106,desktop,Chrome OS,(not set),(none),Americas,6,2,301.20000000000005
ORD201608251634,tablet,Android,(not set),organic,Americas,6,1,301.2
ORD201705163050,desktop,Macintosh,(not set),(none),Americas,6,1,301.11
ORD201608221693,tablet,iOS,(not set),organic,Americas,4,1,300.96
ORD201706052690,desktop,Linux,(not set),(none),Americas,10,1,300.95
ORD201610131999,desktop,Macintosh,(not set),(none),Americas,2,1,300.85
ORD201608181821,desktop,Windows,(not set),organic,Americas,4,1,300.8
ORD201608121746,desktop,Macintosh,(not set),(none),Americas,6,1,300.78000000000003
ORD201707102795,desktop,Macintosh,(not set),(none),Americas,10,3,300.55
ORD201610211824,desktop,Macintosh,(not set),(none),Americas,6,1,300.51
ORD201705122037,desktop,Macintosh,(not set),(none),Americas,6,1,300.03000000000003
ORD201612251226,desktop,Linux,(not set),(none),Americas,6,2,299.90999999999997
ORD201705173274,desktop,Macintosh,(not set),(none),Americas,6,2,299.90999999999997
ORD201705222412,desktop,Macintosh,(not set),organic,Americas,6,1,299.90999999999997
ORD201703072212,desktop,Windows,(not set),organic,Americas,8,2,299.84
ORD201703272329,desktop,Macintosh,(not set),(none),Americas,8,2,299.84
ORD201610182116,desktop,Windows,(not set),organic,Asia,10,2,299.75
ORD201705242512,desktop,Macintosh,(not set),(none),Americas,10,3,299.75
ORD20160806945,desktop,Windows,(not set),organic,Americas,12,1,299.7
ORD201610221387,desktop,Macintosh,(not set),(none),Americas,4,1,299.56
ORD201610052745,desktop,Macintosh,(not set),(none),Americas,6,1,299.31
ORD201706181539,desktop,Windows,(not set),(none),Americas,8,1,299.0
ORD201608111758,desktop,Macintosh,(not set),(none),Americas,12,1,298.97999999999996
ORD201608152147,desktop,Windows,(not set),(none),Americas,8,1,298.88
ORD201705131235,desktop,Chrome OS,(not set),(none),Americas,8,2,298.8
ORD201612162842,desktop,Macintosh,(not set),(none),Americas,6,2,298.79999999999995
ORD201706041641,desktop,Chrome OS,(not set),(none),Americas,6,3,298.71
ORD201703012139,desktop,Chrome OS,(not set),(none),Americas,12,3,298.68
ORD201707272424,desktop,Macintosh,(not set),(none),Americas,8,3,298.28
ORD201609071583,desktop,Macintosh,(not set),organic,Americas,2,1,298.07
ORD201708012360,desktop,Macintosh,(not set),(none),Americas,12,4,298.02000000000004
ORD201705071448,desktop,Macintosh,(not set),organic,Americas,4,2,297.96
ORD201706122578,desktop,Macintosh,(not set),(none),Americas,8,2,297.92
ORD201706142405,desktop,Macintosh,(not set),(none),Americas,8,2,297.92
ORD201609071642,mobile,iOS,(not set),organic,Americas,8,1,297.88
ORD201608152195,desktop,Windows,(not set),organic,Americas,6,1,297.63
ORD201608171741,desktop,Windows,(not set),organic,Americas,6,1,297.63
ORD201704102082,desktop,Macintosh,(not set),(none),Americas,4,1,297.6
ORD201705042241,desktop,Windows,(not set),organic,Americas,8,3,297.44
ORD201612162939,desktop,Macintosh,(not set),(none),Americas,16,2,297.32
ORD201707242503,desktop,Linux,(not set),(none),Americas,6,2,296.94
ORD201612123615,mobile,iOS,(not set),organic,Americas,6,1,296.90999999999997
ORD201701141303,desktop,Windows,(not set),(none),Americas,6,1,296.90999999999997
ORD201706231944,desktop,Macintosh,(not set),(none),Americas,6,1,296.90999999999997
ORD201706262156,desktop,Windows,(not set),(none),Americas,6,1,296.90999999999997
ORD201701172431,desktop,Macintosh,(not set),cpm,Americas,10,4,296.70000000000005
ORD201608231734,desktop,Macintosh,(not set),(none),Americas,12,1,296.58
ORD201611303043,desktop,Chrome OS,(not set),(none),Americas,4,1,296.36
ORD201703162018,desktop,Macintosh,(not set),(none),Americas,4,2,296.36
ORD201704301359,desktop,Macintosh,(not set),(none),Americas,4,2,296.08
ORD201611152415,desktop,Macintosh,(not set),(none),Americas,4,1,295.94
ORD201707252628,desktop,Macintosh,(not set),(none),Americas,8,2,295.92
ORD201612291273,desktop,Macintosh,(not set),(none),Americas,10,3,295.85
ORD201705012201,desktop,Macintosh,(not set),(none),Americas,8,1,295.84
ORD201703202183,desktop,Macintosh,(not set),(none),Americas,4,2,295.8
ORD201705022348,desktop,Chrome OS,(not set),organic,Americas,6,3,295.79999999999995
ORD201701062102,desktop,Macintosh,(not set),(none),Americas,6,1,295.71
ORD201703152273,desktop,Macintosh,(not set),(none),Americas,6,1,295.71
ORD201707182815,desktop,Macintosh,(not set),(none),Americas,6,2,295.04999999999995
ORD201706282645,desktop,Windows,(not set),(none),Americas,8,1,295.04
ORD201706132228,desktop,Macintosh,(not set),(none),Americas,4,2,295.0
ORD201707132506,desktop,Linux,(not set),(none),Americas,10,2,294.8
ORD201705252289,desktop,Windows,(not set),(none),Americas,4,2,294.46
ORD201703101945,desktop,Macintosh,(not set),(none),Americas,6,1,294.42
ORD201707112446,desktop,Macintosh,(not set),(none),Americas,2,1,294.4
ORD201612203098,desktop,Macintosh,(not set),cpm,Americas,4,1,294.36
ORD201608121771,desktop,Linux,(not set),(none),Americas,10,1,294.15
ORD201707122461,desktop,Macintosh,(not set),(none),Americas,10,2,294.0
ORD201707192357,desktop,Windows,(not set),(none),Americas,2,1,293.74
ORD201611283509,desktop,Macintosh,(not set),(none),Americas,4,1,293.52
ORD201612083173,desktop,Windows,(not set),(none),Americas,8,4,293.44
ORD201703092042,desktop,Chrome OS,(not set),organic,Americas,12,3,293.21999999999997
ORD201706091938,desktop,Macintosh,(not set),(none),Americas,8,1,293.12
ORD201611032158,desktop,Macintosh,(not set),(none),Americas,4,1,293.1
ORD201612152695,desktop,Macintosh,(not set),(none),Americas,2,1,293.07
ORD201704252183,desktop,Windows,(not set),(none),Americas,4,2,293.0
ORD201706101612,desktop,Macintosh,(not set),(none),Americas,8,1,292.96
ORD201612031483,desktop,Macintosh,(not set),(none),Americas,10,2,292.8
ORD201612072822,desktop,Macintosh,(not set),(none),Americas,10,3,292.3
ORD201707212404,desktop,Windows,(not set),organic,Americas,10,3,292.15
ORD201611271951,desktop,Macintosh,(not set),(none),Americas,6,2,292.08
ORD201706302422,desktop,Macintosh,(not set),organic,Americas,8,1,292.0
ORD201612152911,desktop,Windows,(not set),(none),Americas,8,1,291.84
ORD201612072836,desktop,Macintosh,(not set),(none),Americas,8,1,291.8
ORD201612152390,desktop,Windows,(not set),(none),Americas,10,4,291.75
ORD201703292232,desktop,Windows,(not set),organic,Americas,2,1,291.74
ORD201610281799,desktop,Windows,(not set),(none),Americas,12,4,291.68
ORD201702232123,desktop,Macintosh,(not set),(none),Americas,6,2,291.51
ORD201705092220,desktop,Windows,(not set),(none),Americas,6,1,291.51
ORD201611272042,desktop,Windows,(not set),(none),Americas,16,5,291.44
ORD201611292910,desktop,Macintosh,(not set),(none),Americas,12,2,291.3
ORD201610211828,desktop,Macintosh,(not set),(none),Americas,8,2,291.04
ORD201612092578,desktop,Macintosh,(not set),(none),Americas,8,1,291.04
ORD201707062527,desktop,Macintosh,(not set),(none),Americas,12,3,290.94
ORD201707312555,desktop,Macintosh,(not set),(none),Americas,12,4,290.4
ORD201704071969,desktop,Linux,(not set),(none),Americas,10,2,289.75
ORD201706022356,desktop,Macintosh,(not set),(none),Americas,12,2,289.5
ORD201701092217,desktop,Macintosh,(not set),(none),Americas,6,1,289.14
ORD201610161410,desktop,Macintosh,(not set),(none),Americas,6,2,289.11
ORD201707192442,desktop,Macintosh,(not set),cpm,Americas,2,1,289.0
ORD201611252163,desktop,Windows,(not set),(none),Asia,2,1,288.95
ORD201608152096,desktop,Macintosh,(not set),(none),Americas,6,1,288.84000000000003
ORD201703092022,desktop,Macintosh,(not set),(none),Americas,8,2,288.64
ORD201701092236,desktop,Macintosh,(not set),(none),Americas,6,2,287.95
ORD201702021968,desktop,Macintosh,(not set),(none),Americas,2,1,287.95
ORD201705042239,desktop,Macintosh,(not set),organic,Americas,6,1,287.90999999999997
ORD201611282994,desktop,Macintosh,(not set),(none),Americas,8,3,287.84
ORD201611242299,desktop,Macintosh,(not set),(none),Americas,8,3,286.96
ORD201703072208,desktop,Macintosh,(not set),(none),Americas,4,2,286.84
ORD201610202112,desktop,Macintosh,(not set),(none),Americas,4,1,286.74
ORD201608261484,desktop,Macintosh,(not set),organic,Americas,6,1,286.45
ORD201703142109,desktop,Chrome OS,(not set),(none),Americas,6,1,286.20000000000005
ORD20160813882,desktop,Macintosh,(not set),(none),Americas,4,1,285.96
ORD201702031871,desktop,Macintosh,(not set),(none),Americas,6,2,285.39
ORD201706272696,desktop,Macintosh,(not set),(none),Americas,8,2,285.36
ORD201704202052,desktop,Linux,(not set),(none),Americas,4,2,285.16
ORD201707112547,desktop,Windows,(not set),organic,Americas,4,1,285.16
ORD201612133196,desktop,Chrome OS,(not set),(none),Americas,8,2,285.0
ORD201704202132,desktop,Macintosh,(not set),(none),Americas,6,3,284.90999999999997
ORD201704192235,desktop,Macintosh,(not set),organic,Americas,10,4,284.82999999999993
ORD201612172225,desktop,Macintosh,(not set),(none),Americas,10,5,284.8
ORD201612152992,desktop,Chrome OS,(not set),(none),Americas,4,1,284.74
ORD201609121627,desktop,Chrome OS,(not set),organic,Americas,8,1,284.56
ORD201612222056,desktop,Macintosh,(not set),(none),Americas,4,2,284.32
ORD201705262069,desktop,Chrome OS,(not set),(none),Americas,8,1,283.84
ORD201706251476,desktop,Windows,(not set),(none),Americas,8,1,283.84
ORD201612082541,desktop,Windows,(not set),(none),Americas,2,1,283.72
ORD201612053134,desktop,Macintosh,(not set),(none),Americas,8,2,283.68
ORD201610211822,desktop,Chrome OS,(not set),(none),Americas,12,5,283.62
ORD201706091848,desktop,Macintosh,(not set),(none),Americas,10,2,283.55
ORD201704192116,desktop,Macintosh,(not set),(none),Americas,6,1,283.5
ORD201707142260,desktop,Linux,(not set),(none),Americas,10,2,283.15000000000003
ORD201609141636,mobile,Android,(not set),organic,Americas,8,1,283.0
ORD201608221674,tablet,Android,(not set),(none),Americas,6,1,282.36
ORD201610231439,desktop,Windows,(not set),(none),Americas,10,3,282.3
ORD201608091761,desktop,Macintosh,(not set),(none),Americas,2,1,282.25
ORD201705252375,desktop,Macintosh,(not set),(none),Americas,14,2,282.17
ORD201611162461,desktop,Macintosh,(not set),(none),Americas,6,1,281.90999999999997
ORD201612163311,desktop,Macintosh,(not set),referral,Americas,6,3,281.90999999999997
ORD201704263838,desktop,Windows,(not set),organic,Americas,6,2,281.90999999999997
ORD201611101996,desktop,Macintosh,(not set),(none),Americas,2,1,281.75
ORD201608051751,desktop,Macintosh,(not set),(none),Americas,8,1,281.44
ORD201705042251,desktop,Chrome OS,(not set),organic,Americas,6,1,281.31
ORD201608161891,desktop,Windows,(not set),organic,Americas,8,1,281.24
ORD201610202209,desktop,Macintosh,(not set),(none),Americas,10,2,280.95
ORD201702132110,desktop,Macintosh,(not set),(none),Americas,4,2,280.54
ORD201701071378,desktop,Macintosh,(not set),(none),Americas,10,4,280.1
ORD201701112084,desktop,Windows,(not set),(none),Americas,10,1,280.05
ORD201612022292,desktop,Windows,(not set),(none),Americas,6,1,279.95
ORD201702142153,desktop,Macintosh,(not set),(none),Americas,8,3,279.84
ORD201703062263,desktop,Windows,(not set),referral,Asia,2,1,279.84
ORD201705291748,desktop,Windows,(not set),organic,Americas,8,1,279.84
ORD201707192352,desktop,Chrome OS,(not set),(none),Americas,8,1,279.84
ORD201609201795,desktop,Windows,(not set),(none),Americas,10,1,279.8
ORD201609261862,desktop,Macintosh,(not set),(none),Americas,10,1,279.8
ORD201702032010,mobile,Android,(not set),(none),Americas,8,3,279.8
ORD201612013006,desktop,Windows,(not set),(none),Americas,10,3,279.75
ORD201701172460,desktop,Macintosh,(not set),(none),Americas,8,2,279.7
ORD201612142919,desktop,Macintosh,(not set),referral,Americas,6,1,279.48
ORD201707122502,desktop,Macintosh,(not set),organic,Americas,12,4,279.42
ORD201609091653,desktop,Chrome OS,(not set),(none),Americas,6,1,279.15
ORD201702272235,desktop,Macintosh,(not set),(none),Americas,8,3,279.04
ORD201704212061,desktop,Linux,(not set),(none),Americas,8,2,278.96
ORD201609161727,desktop,Macintosh,(not set),organic,Americas,6,1,278.90999999999997
ORD201611212508,mobile,Android,(not set),(none),Americas,6,3,278.90999999999997
ORD201608101600,desktop,Macintosh,(not set),(none),Americas,4,1,278.84
ORD201704263841,desktop,Macintosh,(not set),(none),Americas,12,4,278.64
ORD201609021635,desktop,Chrome OS,(not set),(none),Americas,6,1,278.54999999999995
ORD201703232613,desktop,Windows,(not set),(none),Americas,8,3,278.28
ORD201703012205,desktop,Macintosh,(not set),(none),Americas,8,2,278.24
ORD201703022011,desktop,Macintosh,(not set),(none),Americas,8,2,278.24
ORD201705052075,desktop,Chrome OS,(not set),(none),Americas,8,2,278.24
ORD201704042230,tablet,iOS,(not set),organic,Americas,8,3,277.84
ORD20160821963,tablet,Android,(not set),(none),Americas,6,1,277.5
ORD201612123667,desktop,Linux,(not set),(none),Americas,8,2,277.44
ORD201703212300,desktop,Linux,(not set),organic,Americas,8,1,277.44
ORD201705173275,desktop,Macintosh,(not set),(none),Americas,8,2,277.44
ORD201608161885,desktop,Macintosh,(not set),(none),Americas,8,1,276.92
ORD201704172164,desktop,Macintosh,(not set),(none),Americas,10,4,276.8
ORD201704252128,desktop,Macintosh,(not set),(none),Americas,4,1,276.76
ORD201611111915,desktop,Linux,(not set),(none),Americas,6,1,276.42
ORD201707172165,desktop,Macintosh,(not set),(none),Americas,10,1,276.35
ORD201705261973,desktop,Macintosh,AW - Accessories,cpc,Americas,8,1,276.32
ORD201609221734,mobile,iOS,(not set),organic,Americas,14,1,276.22
ORD201707312632,desktop,Macintosh,(not set),(none),Americas,14,6,276.01
ORD201610112108,desktop,Chrome OS,(not set),(none),Americas,4,1,275.96
ORD201612012956,desktop,Windows,(not set),(none),Americas,6,1,275.90999999999997
ORD201612112204,desktop,Windows,(not set),referral,Americas,6,2,275.90999999999997
ORD201703051596,mobile,iOS,(not set),organic,Americas,6,1,275.90999999999997
ORD201610242233,desktop,Macintosh,(not set),(none),Americas,8,1,275.84
ORD201611011903,desktop,Macintosh,(not set),(none),Americas,8,3,275.84
ORD201612123633,desktop,Linux,(not set),cpm,Americas,8,2,275.84
ORD201612152932,desktop,Linux,(not set),(none),Americas,8,3,275.84
ORD201703202154,desktop,Macintosh,AW - Accessories,cpc,Americas,8,3,275.84
ORD201703302348,desktop,Macintosh,(not set),(none),Americas,8,2,275.04
ORD201707221608,desktop,Macintosh,(not set),(none),Americas,2,1,275.0
ORD201703051583,desktop,Macintosh,(not set),(none),Americas,10,5,274.85
ORD201702012313,desktop,Chrome OS,(not set),(none),Americas,6,2,274.74
ORD201705012069,desktop,Macintosh,(not set),(none),Americas,4,1,274.72
ORD201705173262,desktop,Chrome OS,(not set),(none),Americas,6,1,274.59000000000003
ORD201609201455,desktop,Macintosh,(not set),(none),Americas,2,1,274.55
ORD201612162937,desktop,Windows,(not set),(none),Europe,10,2,274.5
ORD201705271544,desktop,Chrome OS,(not set),(none),Americas,12,1,274.35
ORD201610161426,desktop,Windows,(not set),(none),Americas,4,2,274.26
ORD201612053117,desktop,Macintosh,(not set),(none),Americas,8,4,274.24
ORD201611011949,desktop,Chrome OS,(not set),(none),Americas,10,2,273.95
ORD201706212521,desktop,Macintosh,(not set),(none),Americas,14,1,273.95
ORD201707122246,desktop,Macintosh,(not set),(none),Americas,10,1,273.8
ORD201703062222,desktop,Macintosh,(not set),(none),Americas,10,3,273.7
ORD201704182208,desktop,Windows,(not set),(none),Americas,12,3,273.36
ORD201610221211,desktop,Macintosh,(not set),(none),Americas,6,2,273.09000000000003
ORD201705141324,desktop,Windows,(not set),organic,Americas,4,1,272.96
ORD201610141847,desktop,Macintosh,(not set),(none),Americas,6,1,272.90999999999997
ORD201612203096,desktop,Macintosh,(not set),(none),Americas,6,2,272.90999999999997
ORD201702172085,desktop,Windows,(not set),referral,Americas,6,1,272.90999999999997
ORD201612251218,desktop,Macintosh,(not set),(none),Americas,4,1,272.74
ORD201611283247,desktop,Macintosh,(not set),(none),Americas,2,1,272.7
ORD201707112594,desktop,Macintosh,(not set),(none),Americas,8,2,272.68
ORD201609271780,desktop,Macintosh,(not set),(none),Americas,8,1,272.64
ORD201704272676,desktop,Macintosh,(not set),(none),Americas,8,2,272.64
ORD201610031736,desktop,Windows,(not set),(none),Americas,14,1,272.44000000000005
ORD201706142437,desktop,Macintosh,(not set),(none),Americas,6,2,272.31
ORD201611091894,desktop,Macintosh,(not set),(none),Americas,8,2,272.16
ORD201609211845,desktop,Windows,AW - Dynamic Search Ads Whole Site,cpc,Americas,4,1,271.96
ORD201609161683,mobile,Android,(not set),organic,Americas,8,1,271.84
ORD201612013016,desktop,Macintosh,(not set),(none),Americas,8,3,271.84
ORD201612041879,desktop,Macintosh,(not set),(none),Americas,8,2,271.84
ORD201701032548,desktop,Chrome OS,(not set),(none),Americas,8,2,271.84
ORD201611283356,desktop,Macintosh,(not set),(none),Americas,8,3,271.8
ORD201703292196,desktop,Linux,(not set),(none),Americas,10,4,271.8
ORD201707041901,desktop,Macintosh,(not set),organic,Americas,8,3,271.76
ORD201705011990,desktop,Chrome OS,(not set),(none),Americas,2,1,271.7
ORD201704272610,desktop,Macintosh,(not set),(none),Americas,8,1,271.64
ORD201703312010,desktop,Windows,(not set),organic,Americas,6,3,271.11
ORD201704071989,desktop,Macintosh,(not set),(none),Americas,6,2,271.08
ORD201705262092,desktop,Macintosh,(not set),(none),Americas,6,1,270.42
ORD201609141759,desktop,Macintosh,(not set),organic,Americas,6,1,270.12
ORD201612222038,tablet,iOS,(not set),(none),Americas,8,2,269.84
ORD201611152521,desktop,Macintosh,(not set),(none),Americas,8,2,269.44
ORD201704112307,desktop,Chrome OS,(not set),(none),Americas,8,2,269.44
ORD201610272059,desktop,Macintosh,(not set),organic,Americas,12,5,269.4
ORD201608101700,desktop,Macintosh,(not set),(none),Americas,10,1,269.15
ORD201612152985,desktop,Macintosh,(not set),(none),Americas,10,5,268.75
ORD201701021449,desktop,Macintosh,(not set),(none),Americas,4,2,268.74
ORD201609161778,desktop,Macintosh,(not set),(none),Americas,6,1,268.71
ORD201706282648,desktop,Macintosh,(not set),(none),Americas,8,1,268.28
ORD201705182882,desktop,Macintosh,(not set),(none),Americas,8,2,268.24
ORD201610221351,desktop,Macintosh,(not set),(none),Americas,4,1,267.96
ORD201702132100,desktop,Macintosh,(not set),organic,Americas,4,2,267.96
ORD201612133248,desktop,Macintosh,(not set),(none),Americas,10,5,267.85
